TIMESTAMP,CELL_ID,SHIP_TYPE1,AVG1_1,SHIP_TYPE2,AVG2,SHIP_TYPE3,AVG3,SHIP_TYPE4,AVG4
01/05/2015,H17,MILITARY_SHIP,0,PASSENGERS_SHIP,0,CARGO_SHIP,75.818,OTHER_SHIP,44.4
01/05/2015,F10,MILITARY_SHIP,0,PASSENGERS_SHIP,56.167,CARGO_SHIP,89.143,OTHER_SHIP,35.167
01/05/2015,D9,MILITARY_SHIP,0,PASSENGERS_SHIP,0,CARGO_SHIP,59.8,OTHER_SHIP,37.0
01/05/2015,I12,MILITARY_SHIP,0,PASSENGERS_SHIP,105.875,CARGO_SHIP,223.889,OTHER_SHIP,141.2
01/05/2015,H15,MILITARY_SHIP,0,PASSENGERS_SHIP,66.0,CARGO_SHIP,115.923,OTHER_SHIP,71.25
01/05/2015,C1,MILITARY_SHIP,0,PASSENGERS_SHIP,0,CARGO_SHIP,1.0,OTHER_SHIP,4.0
01/05/2015,D13,MILITARY_SHIP,0,PASSENGERS_SHIP,0,CARGO_SHIP,2.0,OTHER_SHIP,79.0
01/05/2015,F11,MILITARY_SHIP,0,PASSENGERS_SHIP,38.625,CARGO_SHIP,70.077,OTHER_SHIP,29.125
01/05/2015,E7,MILITARY_SHIP,0,PASSENGERS_SHIP,78.75,CARGO_SHIP,0,OTHER_SHIP,107.1
01/05/2015,E15,MILITARY_SHIP,0,PASSENGERS_SHIP,40.875,CARGO_SHIP,150.636,OTHER_SHIP,83.182
01/05/2015,D3,MILITARY_SHIP,0,PASSENGERS_SHIP,72.333,CARGO_SHIP,105.8,OTHER_SHIP,110.143
01/05/2015,H13,MILITARY_SHIP,0,PASSENGERS_SHIP,32.0,CARGO_SHIP,95.125,OTHER_SHIP,44.0
01/05/2015,E10,MILITARY_SHIP,0,PASSENGERS_SHIP,74.0,CARGO_SHIP,48.5,OTHER_SHIP,29.0
01/05/2015,F17,MILITARY_SHIP,0,PASSENGERS_SHIP,74.0,CARGO_SHIP,46.6,OTHER_SHIP,27.5
01/05/2015,F13,MILITARY_SHIP,0,PASSENGERS_SHIP,32.667,CARGO_SHIP,101.3,OTHER_SHIP,97.0
01/05/2015,E17,MILITARY_SHIP,0,PASSENGERS_SHIP,38.333,CARGO_SHIP,130.833,OTHER_SHIP,103.818
01/05/2015,J15,MILITARY_SHIP,0,PASSENGERS_SHIP,162.75,CARGO_SHIP,161.471,OTHER_SHIP,73.0
01/05/2015,I10,MILITARY_SHIP,0,PASSENGERS_SHIP,36.727,CARGO_SHIP,79.786,OTHER_SHIP,76.25
01/05/2015,D2,MILITARY_SHIP,0,PASSENGERS_SHIP,75.5,CARGO_SHIP,162.5,OTHER_SHIP,384.077
01/05/2015,G8,MILITARY_SHIP,0,PASSENGERS_SHIP,446.579,CARGO_SHIP,278.722,OTHER_SHIP,430.5
01/05/2015,F15,MILITARY_SHIP,0,PASSENGERS_SHIP,0,CARGO_SHIP,163.143,OTHER_SHIP,66.25
01/05/2015,E5,MILITARY_SHIP,0,PASSENGERS_SHIP,58.5,CARGO_SHIP,74.333,OTHER_SHIP,140.0
01/05/2015,F16,MILITARY_SHIP,0,PASSENGERS_SHIP,110.0,CARGO_SHIP,73.429,OTHER_SHIP,238.286
01/05/2015,F8,MILITARY_SHIP,0,PASSENGERS_SHIP,441.474,CARGO_SHIP,163.0,OTHER_SHIP,294.111
01/05/2015,J14,MILITARY_SHIP,0,PASSENGERS_SHIP,97.727,CARGO_SHIP,342.353,OTHER_SHIP,332.579
01/05/2015,F6,MILITARY_SHIP,0,PASSENGERS_SHIP,164.263,CARGO_SHIP,338.389,OTHER_SHIP,150.813
